c_nace|d_pocpl|d_ukopl|naz_nace|
512000|1992-01-01|2025-12-31|LETECKÁ NÁKLADNÍ DOPRAVA A KOSMICKÁ DOPRAVA|
521000|1992-01-01|2025-12-31|SKLADOVÁNÍ|
522300|1992-01-01|2025-12-31|ČINNOSTI SOUVISEJÍCÍ S LETECKOU DOPRAVOU|
523100|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI NÁKLADNÍ DOPRAVY|
533000|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI POŠTOVNÍCH A KURÝRNÍCH ČINNOSTÍ|
552000|1992-01-01|2025-12-31|REKREAČNÍ A OSTATNÍ KRÁTKODOBÉ UBYTOVÁNÍ|
559020|1992-01-01|2025-12-31|UBYTOVÁNÍ VE VYSOKOŠKOLSKÝCH KOLEJÍCH, DOMOVECH MLÁDEŽE|
562000|1992-01-01|2025-12-31|POSKYTOVÁNÍ CATERINGOVÝCH A OSTATNÍCH STRAVOVACÍCH SLUŽEB|
562990|1992-01-01|2025-12-31|POSKYTOVÁNÍ JINÝCH STRAVOVACÍCH SLUŽEB J. N.|
581100|1992-01-01|2025-12-31|VYDÁVÁNÍ KNIH|
581310|2026-01-01||VYDÁVÁNÍ TIŠTĚNÝCH ČASOPISŮ|
582100|1992-01-01|2025-12-31|VYDÁVÁNÍ POČÍTAČOVÝCH HER|
591100|1992-01-01|2025-12-31|PRODUKCE FILMŮ, VIDEOZÁZNAMŮ A TELEVIZNÍCH PROGRAMŮ|
592000|1992-01-01|2025-12-31|POŘIZOVÁNÍ ZVUKOVÝCH NAHRÁVEK A HUDEBNÍ VYDAVATELSKÉ ČINNOSTI|
602000|1992-01-01|2025-12-31|TVORBA TELEVIZNÍCH PROGRAMŮ A TELEVIZNÍ VYSÍLÁNÍ|
611000|2026-01-01||ČINNOSTI SOUVISEJÍCÍ S KABELOVOU, BEZDRÁTOVOU A SATELITNÍ TELEKOMUNIKAČNÍ SÍTÍ|
612010|1992-01-01|2025-12-31|POSKYTOVÁNÍ HLASOVÝCH SLUŽEB PŘES BEZDRÁTOVOU TELEKOMUNIKAČNÍ SÍŤ|
620000|1992-01-01|2025-12-31|ČINNOSTI V OBLASTI INFORMAČNÍCH TECHNOLOGIÍ|
621090|2026-01-01||OSTATNÍ POČÍTAČOVÉ PROGRAMOVÁNÍ|
631200|1992-01-01|2025-12-31|ČINNOSTI SOUVISEJÍCÍ S WEBOVÝMI PORTÁLY|
640000|2026-01-01||FINANČNÍ ČINNOSTI, KROMĚ POJIŠŤOVÁNÍ A PENZIJNÍHO FINANCOVÁNÍ|
642000|2026-01-01||ČINNOSTI HOLDINGOVÝCH SPOLEČNOSTÍ A ÚČELOVÝCH FINANČNÍCH SPOLEČNOSTÍ|
649000|2026-01-01||OSTATNÍ FINANČNÍ ČINNOSTI, KROMĚ POJIŠŤOVÁNÍ A PENZIJNÍHO FINANCOVÁNÍ|
649220|2026-01-01||POSKYTOVÁNÍ JINÝCH ÚVĚRŮ SPOLEČNOSTMI, KTERÉ NEPŘIJÍMAJÍ VKLADY|
649910|1992-01-01|2025-12-31|FAKTORINGOVÉ ČINNOSTI|
651000|2026-01-01||POJIŠŤOVACÍ ČINNOSTI|
653000|2026-01-01||PENZIJNÍ FINANCOVÁNÍ|
661200|2026-01-01||OBCHODOVÁNÍ S CENNÝMI PAPÍRY A KOMODITAMI NA BURZÁCH|
662200|2026-01-01||ČINNOSTI POJIŠŤOVACÍCH MAKLÉŘŮ A AGENTŮ|
681000|2026-01-01||ČINNOSTI V OBLASTI VLASTNÍCH NEMOVITOSTÍ A DEVELOPERSKÉ ČINNOSTI|
682040|1992-01-01|2025-12-31|SPRÁVA VLASTNÍCH NEBO PRONAJATÝCH NEMOVITOSTÍ S NEBYTOVÝMI PROSTORY|
690000|2026-01-01||PRÁVNÍ A ÚČETNICKÉ ČINNOSTI|
701000|2026-01-01||ČINNOSTI ŘÍZENÍ PODNIKŮ|
711000|2026-01-01||ARCHITEKTONICKÉ A INŽENÝRSKÉ ČINNOSTI A SOUVISEJÍCÍ TECHNICKÉ PORADENSTVÍ|
711290|1992-01-01|2025-12-31|OSTATNÍ INŽENÝRSKÉ ČINNOSTI A SOUVISEJÍCÍ TECHNICKÉ PORADENSTVÍ J. N.|
721000|2026-01-01||VÝZKUM A VÝVOJ V OBLASTI PŘÍRODNÍCH A TECHNICKÝCH VĚD|
730000|1992-01-01|2025-12-31|REKLAMA A PRŮZKUM TRHU|
732000|1992-01-01|2025-12-31|PRŮZKUM TRHU A VEŘEJNÉHO MÍNĚNÍ|
741110|2026-01-01||ČINNOSTI V OBLASTI PRŮMYSLOVÉHO DESIGNU|
743000|2026-01-01||PŘEKLADATELSKÉ A TLUMOČNICKÉ ČINNOSTI|
750000|1992-01-01|2025-12-31|VETERINÁRNÍ ČINNOSTI|
771200|1992-01-01|2025-12-31|PRONÁJEM A LEASING NÁKLADNÍCH AUTOMOBILŮ|
772900|1992-01-01|2025-12-31|PRONÁJEM A LEASING OSTATNÍCH VÝROBKŮ PRO OSOBNÍ POTŘEBU A PŘEVÁŽNĚ PRO DOMÁCNOST|
773300|2026-01-01||PRONÁJEM A LEASING KANCELÁŘSKÝCH STROJŮ A ZAŘÍZENÍ, VČETNĚ POČÍTAČŮ|
774000|2026-01-01||LEASING DUŠEVNÍHO VLASTNICTVÍ A PODOBNÝCH PRODUKTŮ, KROMĚ DĚL CHRÁNĚNÝCH AUTORSKÝM PRÁVEM|
782000|1992-01-01|2025-12-31|ČINNOSTI AGENTUR ZPROSTŘEDKUJÍCÍCH PRÁCI NA PŘECHODNOU DOBU|
791100|2026-01-01||ČINNOSTI CESTOVNÍCH AGENTUR|
800000|2026-01-01||PÁTRACÍ A BEZPEČNOSTNÍ ČINNOSTI|
811000|1992-01-01|2025-12-31|KOMBINOVANÉ POMOCNÉ ČINNOSTI|
812300|2026-01-01||OSTATNÍ ÚKLIDOVÉ ČINNOSTI|
821100|1992-01-01|2025-12-31|UNIVERZÁLNÍ ADMINISTRATIVNÍ ČINNOSTI|
829000|2026-01-01||PODPŮRNÉ ČINNOSTI PRO PODNIKÁNÍ J. N.|
840000|2026-01-01||ČINNOSTI V OBLASTI VEŘEJNÉ SPRÁVY, OBRANY A POVINNÉHO SOCIÁLNÍHO ZABEZPEČENÍ|
841220|2026-01-01||REGULACE ČINNOSTÍ SOUVISEJÍCÍCH SE VZDĚLÁVÁNÍM|
842000|2026-01-01||ČINNOSTI PRO SPOLEČNOST JAKO CELEK|
842300|1992-01-01|2025-12-31|ČINNOSTI V OBLASTI SPRAVEDLNOSTI A SOUDNICTVÍ|
850000|1992-01-01|2025-12-31|VZDĚLÁVÁNÍ|
853100|1992-01-01|2025-12-31|SEKUNDÁRNÍ VŠEOBECNÉ VZDĚLÁVÁNÍ|
853210|1992-01-01|2025-12-31|STŘEDNÍ ODBORNÉ VZDĚLÁVÁNÍ NA UČILIŠTÍCH|
854010|2026-01-01||TERCIÁRNÍ VZDĚLÁVÁNÍ V UMĚLECKÝCH OBORECH|
855200|1992-01-01|2025-12-31|UMĚLECKÉ VZDĚLÁVÁNÍ|
855900|2026-01-01||OSTATNÍ VZDĚLÁVÁNÍ J. N.|
856000|2026-01-01||PODPŮRNÉ ČINNOSTI V OBLASTI VZDĚLÁVÁNÍ|
862000|2026-01-01||AMBULANTNÍ A ZUBNÍ ZDRAVOTNÍ PÉČE|
869000|2026-01-01||OSTATNÍ ČINNOSTI SOUVISEJÍCÍ SE ZDRAVOTNÍ PÉČÍ|
869600|2026-01-01||ČINNOSTI V OBLASTI TRADIČNÍ, DOPLŇKOVÉ A ALTERNATIVNÍ MEDICÍNY|
872000|2026-01-01||POBYTOVÉ SLUŽBY SOCIÁLNÍ PÉČE PRO OSOBY S DUŠEVNÍM ONEMOCNĚNÍM, MENTÁLNÍM POSTIŽENÍM NEBO OSOBY ZÁVISLÉ NA NÁVYKOVÝCH LÁTKÁCH|
879000|2026-01-01||OSTATNÍ POBYTOVÉ SLUŽBY SOCIÁLNÍ PÉČE|
881020|1992-01-01|2025-12-31|AMBULANTNÍ NEBO TERÉNNÍ SOCIÁLNÍ SLUŽBY PRO OSOBY SE ZDRAVOTNÍM POSTIŽENÍM|
889920|1992-01-01|2025-12-31|SOCIÁLNÍ PREVENCE|
900400|1992-01-01|2025-12-31|PROVOZOVÁNÍ KULTURNÍCH ZAŘÍZENÍ|
903000|2026-01-01||PODPŮRNÉ ČINNOSTI PRO UMĚLECKOU TVORBU A SCÉNICKÁ UMĚNÍ|
910400|1992-01-01|2025-12-31|ČINNOSTI BOTANICKÝCH A ZOOLOGICKÝCH ZAHRAD, PŘÍRODNÍCH REZERVACÍ A NÁRODNÍCH PARKŮ|
912200|2026-01-01||PROVOZOVÁNÍ HISTORICKÝCH A KULTURNÍCH PAMÁTEK|
930000|2026-01-01||ČINNOSTI V OBLASTI SPORTU, ZÁBAVY A REKREACE|
931300|2026-01-01||ČINNOSTI FITCENTER|
932900|2026-01-01||ČINNOSTI V OBLASTI ZÁBAVY A REKREACE J. N.|
941200|2026-01-01||ČINNOSTI PROFESNÍCH ORGANIZACÍ|
949200|2026-01-01||ČINNOSTI POLITICKÝCH ORGANIZACÍ|
949930|2026-01-01||ČINNOSTI ORGANIZACÍ NA PODPORU REKREAČNÍ A ZÁJMOVÉ ČINNOSTI|
949970|2026-01-01||ČINNOSTI OBČANSKÝCH INICIATIV, PROTESTNÍCH HNUTÍ|
951200|1992-01-01|2025-12-31|OPRAVY KOMUNIKAČNÍCH ZAŘÍZENÍ|
952300|2026-01-01||OPRAVY A ÚDRŽBA OBUVI A KOŽENÝCH VÝROBKŮ|
953100|2026-01-01||OPRAVY A ÚDRŽBA MOTOROVÝCH VOZIDEL|
960400|1992-01-01|2025-12-31|ČINNOSTI PRO OSOBNÍ A FYZICKOU POHODU|
962100|2026-01-01||KADEŘNICKÉ A HOLIČSKÉ ČINNOSTI|
970000|1992-01-01|2025-12-31|ČINNOSTI DOMÁCNOSTÍ JAKO ZAMĚSTNAVATELŮ DOMÁCÍHO PERSONÁLU|
990000|1992-01-01|2025-12-31|ČINNOSTI EXTERITORIÁLNÍCH ORGANIZACÍ A ORGÁNŮ|
11200|2026-01-01||PĚSTOVÁNÍ RÝŽE|
11600|2026-01-01||PĚSTOVÁNÍ PŘADNÝCH ROSTLIN|
12200|2026-01-01||PĚSTOVÁNÍ TROPICKÉHO A SUBTROPICKÉHO OVOCE|
12600|2026-01-01||PĚSTOVÁNÍ OLEJNATÝCH PLODŮ|
13000|2026-01-01||MNOŽENÍ ROSTLIN|
14300|2026-01-01||CHOV KONÍ A OSTATNÍCH KOŇOVITÝCH|
14700|2026-01-01||CHOV DRŮBEŽE|
15000|2026-01-01||SMÍŠENÉ HOSPODAŘENÍ|
16300|2026-01-01||POSKLIZŇOVÉ ČINNOSTI A ZPRACOVÁNÍ OSIVA PRO ÚČELY MNOŽENÍ|
22000|1992-01-01|2025-12-31|TĚŽBA DŘEVA|
31000|1992-01-01|2025-12-31|RYBOLOV|
32100|1992-01-01|2025-12-31|MOŘSKÁ AKVAKULTURA|
51000|2026-01-01||TĚŽBA ČERNÉHO UHLÍ|
52010|2026-01-01||TĚŽBA HNĚDÉHO UHLÍ JINÉHO NEŽ LIGNITU, KROMĚ ÚPRAVY|
60000|2026-01-01||TĚŽBA ROPY A ZEMNÍHO PLYNU|
71000|2026-01-01||TĚŽBA ŽELEZNÝCH RUD|
72100|2026-01-01||TĚŽBA URANOVÝCH A THORIOVÝCH RUD|
72910|2026-01-01||TĚŽBA OSTATNÍCH NEŽELEZNÝCH RUD, KROMĚ ÚPRAVY|
81100|2026-01-01||DOBÝVÁNÍ KAMENE, VÁPENCE, SÁDROVCE, BŘIDLICE A JINÉHO KAMENE, TAKÉ PRO VÝTVARNÉ ÚČELY|
89200|2026-01-01||TĚŽBA RAŠELINY|
91000|2026-01-01||PODPŮRNÉ ČINNOSTI PRO TĚŽBU ROPY A ZEMNÍHO PLYNU|
99060|2026-01-01||PODPŮRNÉ ČINNOSTI PRO TĚŽBU OSTATNÍCH NEŽELEZNÝCH RUD|
101200|1992-01-01|2025-12-31|ZPRACOVÁNÍ A KONZERVOVÁNÍ DRŮBEŽÍHO MASA|
103100|1992-01-01|2025-12-31|ZPRACOVÁNÍ A KONZERVOVÁNÍ BRAMBOR|
104100|1992-01-01|2025-12-31|VÝROBA OLEJŮ A TUKŮ|
105200|1992-01-01|2025-12-31|VÝROBA ZMRZLINY|
107000|1992-01-01|2025-12-31|VÝROBA PEKAŘSKÝCH, CUKRÁŘSKÝCH A JINÝCH MOUČNÝCH VÝROBKŮ|
108000|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH POTRAVINÁŘSKÝCH VÝROBKŮ|
108400|1992-01-01|2025-12-31|VÝROBA KOŘENÍ A AROMATICKÝCH VÝTAŽKŮ|
109000|1992-01-01|2025-12-31|VÝROBA PRŮMYSLOVÝCH KRMIV|
110100|1992-01-01|2025-12-31|DESTILACE, REKTIFIKACE A MÍCHÁNÍ LIHOVIN|
110500|1992-01-01|2025-12-31|VÝROBA PIVA|
130000|1992-01-01|2025-12-31|VÝROBA TEXTILIÍ|
139000|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH TEXTILIÍ|
139400|1992-01-01|2025-12-31|VÝROBA LAN, PROVAZŮ A SÍŤOVANÝCH VÝROBKŮ|
140000|1992-01-01|2025-12-31|VÝROBA ODĚVŮ|
141300|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH SVRCHNÍCH ODĚVŮ|
142400|2026-01-01||VÝROBA KOŽENÝCH ODĚVŮ A KOŽEŠINOVÝCH VÝROBKŮ|
151000|2026-01-01||ČINĚNÍ, ÚPRAVA, BARVENÍ USNÍ A KOŽEŠIN; VÝROBA ZAVAZADEL, KABELEK, SEDLÁŘSKÝCH A ŘEMENÁŘSKÝCH VÝROBKŮ|
152010|2026-01-01||VÝROBA OBUVI S USŇOVÝM SVRŠKEM|
161200|2026-01-01||ZPRACOVÁNÍ A KONEČNÁ ÚPRAVA DŘEVA|
162300|2026-01-01||VÝROBA OSTATNÍCH VÝROBKŮ STAVEBNÍHO TRUHLÁŘSTVÍ A TESAŘSTVÍ|
170000|1992-01-01|2025-12-31|VÝROBA PAPÍRU A VÝROBKŮ Z PAPÍRU|
171120|1992-01-01|2025-12-31|VÝROBA MECHANICKÝCH VLÁKNIN|
172100|1992-01-01|2025-12-31|VÝROBA VLNITÉHO PAPÍRU A LEPENKY, PAPÍROVÝCH A LEPENKOVÝCH OBALŮ|
172500|2026-01-01||VÝROBA OSTATNÍCH VÝROBKŮ Z PAPÍRU A LEPENKY|
181200|1992-01-01|2025-12-31|TISK OSTATNÍ, KROMĚ NOVIN|
190000|1992-01-01|2025-12-31|VÝROBA KOKSU A RAFINOVANÝCH ROPNÝCH PRODUKTŮ|
201000|1992-01-01|2025-12-31|VÝROBA ZÁKLADNÍCH CHEMICKÝCH LÁTEK, HNOJIV A DUSÍKATÝCH SLOUČENIN, PLASTŮ A SYNTETICKÉHO KAUČUKU V PRIMÁRNÍCH FORMÁCH|
201400|1992-01-01|2025-12-31|VÝROBA JINÝCH ZÁKLADNÍCH ORGANICKÝCH CHEMICKÝCH LÁTEK|
201700|1992-01-01|2025-12-31|VÝROBA SYNTETICKÉHO KAUČUKU V PRIMÁRNÍCH FORMÁCH|
204100|1992-01-01|2025-12-31|VÝROBA MÝDEL A DETERGENTŮ, ČISTICÍCH A LEŠTICÍCH PROSTŘEDKŮ|
205200|1992-01-01|2025-12-31|VÝROBA KLIHŮ|
206000|1992-01-01|2025-12-31|VÝROBA CHEMICKÝCH VLÁKEN|
220000|1992-01-01|2025-12-31|VÝROBA PRYŽOVÝCH A PLASTOVÝCH VÝROBKŮ|
222000|1992-01-01|2025-12-31|VÝROBA PLASTOVÝCH VÝROBKŮ|
222400|2026-01-01||VÝROBA PLASTOVÝCH VÝROBKŮ PRO STAVEBNICTVÍ|
231100|1992-01-01|2025-12-31|VÝROBA PLOCHÉHO SKLA|
231500|2026-01-01||VÝROBA A ZPRACOVÁNÍ OSTATNÍHO SKLA, VČETNĚ TECHNICKÉHO SKLA|
233200|1992-01-01|2025-12-31|VÝROBA PÁLENÝCH ZDICÍCH MATERIÁLŮ, TAŠEK, DLAŽDIC A PODOBNÝCH VÝROBKŮ|
234300|1992-01-01|2025-12-31|VÝROBA KERAMICKÝCH IZOLÁTORŮ A IZOLAČNÍHO PŘÍSLUŠENSTVÍ|
235100|1992-01-01|2025-12-31|VÝROBA CEMENTU|
236200|1992-01-01|2025-12-31|VÝROBA SÁDROVÝCH VÝROBKŮ PRO STAVEBNÍ ÚČELY|
236600|2026-01-01||VÝROBA OSTATNÍCH BETONOVÝCH, CEMENTOVÝCH A SÁDROVÝCH VÝROBKŮ|
239900|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH NEKOVOVÝCH MINERÁLNÍCH VÝROBKŮ J. N.|
241020|1992-01-01|2025-12-31|VÝROBA PLOCHÝCH VÝROBKŮ (KROMĚ PÁSKY ZA STUDENA)|
243000|2026-01-01||VÝROBA OSTATNÍCH VÝROBKŮ ZÍSKANÝCH PRIMÁRNÍM ZPRACOVÁNÍM OCELI|
243400|2026-01-01||TAŽENÍ OCELOVÉHO DRÁTU ZA STUDENA|
244300|2026-01-01||VÝROBA A HUTNÍ ZPRACOVÁNÍ OLOVA, ZINKU A CÍNU|
245000|2026-01-01||ODLÉVÁNÍ KOVŮ|
245190|2026-01-01||ODLÉVÁNÍ OSTATNÍ LITINY|
245300|2026-01-01||ODLÉVÁNÍ LEHKÝCH KOVŮ|
251100|2026-01-01||VÝROBA KOVOVÝCH KONSTRUKCÍ A JEJICH DÍLŮ|
252900|1992-01-01|2025-12-31|VÝROBA KOVOVÝCH NÁDRŽÍ A ZÁSOBNÍKŮ|
255200|2026-01-01||TEPELNÉ ZPRACOVÁNÍ KOVŮ|
256300|2026-01-01||VÝROBA NÁSTROJŮ A NÁŘADÍ|
259100|2026-01-01||VÝROBA OCELOVÝCH SUDŮ A PODOBNÝCH NÁDOB|
259900|2026-01-01||VÝROBA OSTATNÍCH KOVOVÝCH VÝROBKŮ J. N.|
261200|2026-01-01||VÝROBA OSAZENÝCH ELEKTRONICKÝCH DESEK|
265000|2026-01-01||VÝROBA MĚŘICÍCH, ZKUŠEBNÍCH A ČASOMĚRNÝCH PŘÍSTROJŮ|
267000|2026-01-01||VÝROBA OPTICKÝCH PŘÍSTROJŮ A ZAŘÍZENÍ, MAGNETICKÝCH A OPTICKÝCH MÉDIÍ A FOTOGRAFICKÝCH PŘÍSTROJŮ A ZAŘÍZENÍ|
271200|1992-01-01|2025-12-31|VÝROBA ELEKTRICKÝCH ROZVODNÝCH A KONTROLNÍCH ZAŘÍZENÍ|
273200|1992-01-01|2025-12-31|VÝROBA ELEKTRICKÝCH VODIČŮ A KABELŮ J. N.|
275100|1992-01-01|2025-12-31|VÝROBA ELEKTRICKÝCH SPOTŘEBIČŮ PŘEVÁŽNĚ PRO DOMÁCNOST|
281000|1992-01-01|2025-12-31|VÝROBA STROJŮ A ZAŘÍZENÍ PRO VŠEOBECNÉ ÚČELY|
281400|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH POTRUBNÍCH ARMATUR|
282200|1992-01-01|2025-12-31|VÝROBA ZDVIHACÍCH A MANIPULAČNÍCH ZAŘÍZENÍ|
282900|1992-01-01|2025-12-31|VÝROBA OSTATNÍCH STROJŮ A ZAŘÍZENÍ PRO VŠEOBECNÉ ÚČELY J. N.|
284200|2026-01-01||VÝROBA OSTATNÍCH OBRÁBĚCÍCH STROJŮ|
289300|1992-01-01|2025-12-31|VÝROBA STROJŮ NA VÝROBU POTRAVIN, NÁPOJŮ A ZPRACOVÁNÍ TABÁKU|
289700|2026-01-01||VÝROBA STROJŮ PRO ADITIVNÍ VÝROBU|
292000|2026-01-01||VÝROBA KAROSERIÍ MOTOROVÝCH VOZIDEL; VÝROBA PŘÍVĚSŮ A NÁVĚSŮ|
300000|2026-01-01||VÝROBA OSTATNÍCH DOPRAVNÍCH PROSTŘEDKŮ A ZAŘÍZENÍ|
302000|1992-01-01|2025-12-31|VÝROBA ŽELEZNIČNÍCH LOKOMOTIV A VOZOVÉHO PARKU|
309000|1992-01-01|2025-12-31|VÝROBA DOPRAVNÍCH PROSTŘEDKŮ A ZAŘÍZENÍ J. N.|
310000|1992-01-01|2025-12-31|VÝROBA NÁBYTKU|
321000|1992-01-01|2025-12-31|VÝROBA KLENOTŮ, BIŽUTERIE A PŘÍBUZNÝCH VÝROBKŮ|
322000|1992-01-01|2025-12-31|VÝROBA HUDEBNÍCH NÁSTROJŮ|
329000|1992-01-01|2025-12-31|ZPRACOVATELSKÝ PRŮMYSL J. N.|
331000|1992-01-01|2025-12-31|OPRAVY KOVODĚLNÝCH VÝROBKŮ, STROJŮ A ZAŘÍZENÍ|
331400|1992-01-01|2025-12-31|OPRAVY ELEKTRICKÝCH ZAŘÍZENÍ|
331710|1992-01-01|2025-12-31|OPRAVY A ÚDRŽBA KOLEJOVÝCH VOZIDEL|
331900|1992-01-01|2025-12-31|OPRAVY OSTATNÍCH ZAŘÍZENÍ|
351100|1992-01-01|2025-12-31|VÝROBA ELEKTŘINY|
351500|2026-01-01||OBCHOD S ELEKTŘINOU|
352300|1992-01-01|2025-12-31|OBCHOD S PLYNEM PROSTŘEDNICTVÍM SÍTÍ|
353020|2026-01-01||VÝROBA A DISTRIBUCE KLIMATIZOVANÉHO VZDUCHU|
354000|2026-01-01||ČINNOSTI MAKLÉŘŮ A AGENTŮ V OBLASTI ELEKTRICKÉ ENERGIE A ZEMNÍHO PLYNU|
381000|2026-01-01||SBĚR ODPADŮ|
382100|2026-01-01||ZPRACOVÁNÍ ODPADŮ K ZÍSKÁNÍ MATERIÁLŮ K DALŠÍMU VYUŽITÍ|
383200|1992-01-01|2025-12-31|ÚPRAVA ODPADŮ K DALŠÍMU VYUŽITÍ, KROMĚ DEMONTÁŽE VRAKŮ, STROJŮ A ZAŘÍZENÍ|
412000|1992-01-01|2025-12-31|VÝSTAVBA BYTOVÝCH A NEBYTOVÝCH BUDOV|
421100|2026-01-01||VÝSTAVBA SILNIC A DÁLNIC|
422100|2026-01-01||VÝSTAVBA INŽENÝRSKÝCH SÍTÍ PRO KAPALINY A PLYNY|
429100|2026-01-01||VÝSTAVBA VODNÍCH DĚL|
431100|2026-01-01||DEMOLICE|
432100|2026-01-01||ELEKTRICKÉ INSTALACE|
433000|1992-01-01|2025-12-31|KOMPLETAČNÍ A DOKONČOVACÍ PRÁCE|
433400|1992-01-01|2025-12-31|SKLENÁŘSKÉ, MALÍŘSKÉ A NATĚRAČSKÉ PRÁCE|
434200|2026-01-01||OSTATNÍ SPECIALIZOVANÉ STAVEBNÍ ČINNOSTI PŘI VÝSTAVBĚ BUDOV|
439900|2026-01-01||OSTATNÍ SPECIALIZOVANÉ STAVEBNÍ ČINNOSTI J. N.|
453000|1992-01-01|2025-12-31|OBCHOD S DÍLY A PŘÍSLUŠENSTVÍM PRO MOTOROVÁ VOZIDLA, KROMĚ MOTOCYKLŮ|
461100|1992-01-01|2025-12-31|ZPROSTŘEDKOVÁNÍ VELKOOBCHODU A VELKOOBCHOD V ZASTOUPENÍ SE ZÁKLADNÍMI ZEMĚDĚLSKÝMI PRODUKTY, ŽIVÝMI ZVÍŘATY, TEXTILNÍMI SUROVINAMI A POLOTOVARY|
461500|1992-01-01|2025-12-31|ZPROSTŘEDKOVÁNÍ VELKOOBCHODU A VELKOOBCHOD V ZASTOUPENÍ S NÁBYTKEM, ŽELEZÁŘSKÝM ZBOŽÍM A POTŘEBAMI PŘEVÁŽNĚ PRO DOMÁCNOST|
461810|1992-01-01|2025-12-31|ZPROSTŘEDKOVÁNÍ VELKOOBCHODU A VELKOOBCHOD V ZASTOUPENÍ S PAPÍRENSKÝMI VÝROBKY|
462200|1992-01-01|2025-12-31|VELKOOBCHOD S KVĚTINAMI A JINÝMI ROSTLINAMI|
463100|1992-01-01|2025-12-31|VELKOOBCHOD S OVOCEM A ZELENINOU|
463500|1992-01-01|2025-12-31|VELKOOBCHOD S TABÁKOVÝMI VÝROBKY|
463900|1992-01-01|2025-12-31|NESPECIALIZOVANÝ VELKOOBCHOD S POTRAVINAMI, NÁPOJI A TABÁKOVÝMI VÝROBKY|
464210|1992-01-01|2025-12-31|VELKOOBCHOD S ODĚVY|
464500|1992-01-01|2025-12-31|VELKOOBCHOD S KOSMETICKÝMI VÝROBKY|
464900|1992-01-01|2025-12-31|VELKOOBCHOD S OSTATNÍMI VÝROBKY PŘEVÁŽNĚ PRO DOMÁCNOST|
466100|1992-01-01|2025-12-31|VELKOOBCHOD SE ZEMĚDĚLSKÝMI STROJI, STROJNÍM ZAŘÍZENÍM A PŘÍSLUŠENSTVÍM|
466500|1992-01-01|2025-12-31|VELKOOBCHOD S KANCELÁŘSKÝM NÁBYTKEM|
467120|1992-01-01|2025-12-31|VELKOOBCHOD S KAPALNÝMI PALIVY A PŘÍBUZNÝMI VÝROBKY|
467600|1992-01-01|2025-12-31|VELKOOBCHOD S OSTATNÍMI MEZIPRODUKTY|
468400|2026-01-01||VELKOOBCHOD S ŽELEZÁŘSKÝM ZBOŽÍM A INSTALATÉRSKÝMI A TOPENÁŘSKÝMI POTŘEBAMI|
470000|2026-01-01||MALOOBCHOD|
472000|2026-01-01||MALOOBCHOD S POTRAVINAMI, NÁPOJI A TABÁKOVÝMI VÝROBKY|
472400|2026-01-01||MALOOBCHOD S PEKAŘSKÝMI A CUKRÁŘSKÝMI VÝROBKY A CUKROVINKAMI|
473000|2026-01-01||MALOOBCHOD S POHONNÝMI HMOTAMI|
475100|1992-01-01|2025-12-31|MALOOBCHOD S TEXTILEM|
475500|2026-01-01||MALOOBCHOD S NÁBYTKEM, OSVĚTLOVACÍMI ZAŘÍZENÍMI, NÁDOBÍM A OSTATNÍMI VÝROBKY PŘEVÁŽNĚ PRO DOMÁCNOST|
476210|2026-01-01||MALOOBCHOD S NOVINAMI A OSTATNÍMI PERIODICKÝMI PUBLIKACEMI|
477000|1992-01-01|2025-12-31|MALOOBCHOD S OSTATNÍM ZBOŽÍM VE SPECIALIZOVANÝCH PRODEJNÁCH|
477400|1992-01-01|2025-12-31|MALOOBCHOD SE ZDRAVOTNICKÝMI A ORTOPEDICKÝMI VÝROBKY|
477800|1992-01-01|2025-12-31|OSTATNÍ MALOOBCHOD S NOVÝM ZBOŽÍM VE SPECIALIZOVANÝCH PRODEJNÁCH|
477900|2026-01-01||MALOOBCHOD S POUŽITÝM ZBOŽÍM|
478200|2026-01-01||MALOOBCHOD S DÍLY A PŘÍSLUŠENSTVÍM PRO MOTOROVÁ VOZIDLA|
479120|1992-01-01|2025-12-31|MALOOBCHOD PROSTŘEDNICTVÍM ZÁSILKOVÉ SLUŽBY (JINÝ NEŽ PROSTŘEDNICTVÍM INTERNETU)|
491200|2026-01-01||OSTATNÍ KOLEJOVÁ OSOBNÍ DOPRAVA|
493200|2026-01-01||NEPRAVIDELNÁ SILNIČNÍ OSOBNÍ DOPRAVA|
493990|1992-01-01|2025-12-31|JINÁ POZEMNÍ OSOBNÍ DOPRAVA J. N.|
495000|2026-01-01||POTRUBNÍ DOPRAVA|
502000|1992-01-01|2025-12-31|NÁMOŘNÍ A POBŘEŽNÍ NÁKLADNÍ DOPRAVA|
511000|1992-01-01|2025-12-31|LETECKÁ OSOBNÍ DOPRAVA|
512000|2026-01-01||LETECKÁ NÁKLADNÍ DOPRAVA A KOSMICKÁ DOPRAVA|
521000|2026-01-01||SKLADOVÁNÍ|
